id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only
2222,Beaver Brook Country Club,New Jersey 31 &amp; Country Club Dr,Annandale,NJ,8801,,USA,Hunterdon,908,34019,,5015,EST,Y,40.633,40.6345715,-74.8807,-74.8851728,(908) 735-4200,Y,Y,18,Semi-private,1965,Alec Ternyei,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$55.00-$74.00,$15 wknd,Yes,,,,,,,
2224,Colonia Country Club,300 Colonia Blvd,Colonia,NJ,7067,,USA,Middlesex,732,34023,,5015,EST,Y,40.5928,40.5909797,-74.3153,-74.2993177,(732) 381-9500,Y,Y,18,Private,1898,Tom Bendelow,Open all year (closed on Mondays),Only with a Member,"No denim, collared shirt and bermuda shorts required",$50.00,$50 wknd,Yes,,,,,,,
2225,Colts Neck Golf Club,50 Flock Rd,Colts Neck,NJ,7722,,USA,Monmouth,732,34025,,5190,EST,Y,40.2834,40.2971898,-74.169,-74.1799019,(732) 303-9330,Y,Y,18,Semi-private,2000,"G. Cornish, B. Silva & M. Mungeam",Open all year,Open,"No denim, collared shirt required",$65.00-	$80.00,$80 wknd,Yes,,,,,,,
2226,Due Process Stable,264 County Road 537 E,Colts Neck,NJ,7722,,USA,Monmouth,732,34025,,5190,EST,Y,40.2834,40.332963,-74.169,-74.18527,(732) 542-0317,Y,N,18,Private,1995,Johnny Miller,Mar 1 to Nov 30 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",,,1 days,,,,,,,
2229,Olde York Country Club,228 Old York Rd,Columbus,NJ,8022,,USA,Burlington,609,34005,,6160,EST,Y,40.0614,40.1093683,-74.695,-74.7346541,(609) 298-0212,Y,Y,18,Private,1995,Gary Player,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$70.00-	$75.00,$75 wknd,2 days,,,,,,,
2230,Concordia Golf Club,3 Clubhouse Dr,Hightstown,NJ,8520,,USA,Mercer,609,34021,,8480,EST,Y,40.252,40.278093,-74.5126,-74.5193857,(609) 655-5631,Y,Y,18,Private,1984,"Brian Ault, Tom Clark & Bill Love",Mar 1 to Dec 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",$22.00-	$30.00,$30 wknd,3 days,,,,,,,
2231,Cream Ridge Golf Club,181 Rte 539,Cream Ridge,NJ,8514,,USA,Monmouth,609,34025,,5190,EST,Y,40.1405,40.144654,-74.4965,-74.542501,(609) 259-2849,Y,Y,18,Semi-private,1958,Frank Miscoski,Open all year,Open,No tank tops or cutoffs,$30.00-$45.00,$37 wknd,7 days,,,,,,,
2233,Deal Golf & Country Club,Roseld Ave,Deal,NJ,7723,,USA,Monmouth,732,34025,,5190,EST,Y,40.2504,40.2475955,-74.0014,-74.0047051,(732) 531-1190,Y,Y,18,Private,1898,Lawrence Van Etten,Mar 1 to Jan 31 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$50.00-	$65.00,$65 wknd,Yes,,,,,,,
2234,Alpine Country Club,80 Anderson Ave,Demarest,NJ,7627,,USA,Bergen,201,34003,,875,EST,Y,40.9549,40.9534495,-73.9568,-73.9486307,(201) 768-2121,Y,Y,18,Private,1931,A. W. Tillinghast,Mar 1 to Dec 20,"No denim, collared shirt and bermuda shorts required",Closed,$45.00-$60.00,$50 wknd,7 days,,,,,,,
2235,Peace Pipe Golf Club,1 Lee Rd,Denville,NJ,7834,,USA,Morris,973,34027,,5640,EST,Y,40.8897,40.9112356,-74.4855,-74.455042,(973) 625-4593,Y,Y,9,Private,1960,Sid Lee,Apr 15 to Nov 1,Closed,"No denim, collared shirt and bermuda shorts required",$10.00-$15.00,$15 wknd,Yes,,,,,,,
2236,Rockaway River Country Club,39 Pocono Rd,Denville,NJ,7834,,USA,Morris,973,34027,,5640,EST,Y,40.8897,40.897523,-74.4855,-74.466503,(973) 627-4461,Y,Y,18,Private,1923,Devereux Emmet,Mar 1 to Nov 1,Reciprocal,"No denim, collared shirt and bermuda shorts required",$40.00,$40 wknd,Yes,,,,,,,
2238,Old Orchard Country Club,54 Monmouth Rd,Eatontown,NJ,7724,,USA,Monmouth,732,34025,,5190,EST,Y,40.2996,40.2978177,-74.074,-74.0371405,(732) 542-9139,Y,Y,18,Semi-private,1929,A. W. Tillinghast,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$41.00-$47.00,$40 wknd,30 days,,,,,,,
2239,Metuchen Golf & Country Club,244 Plainfield Rd,Edison,NJ,8820,,USA,Middlesex,732,34023,,5015,EST,Y,40.5776,40.5573345,-74.3653,-74.3716118,(732) 548-3003,Y,Y,18,Private,1915,,Feb 1 to Dec 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",$35.00-$70.00,$55 wknd,3 days,,,,,,,
2242,Hidden Creek Golf Club,75 Asbury Rd,Egg Harbor Township,NJ,8234,,USA,Atlantic,609,34001,,560,EST,Y,39.365,39.393384,-74.6283,-74.6845455,(609) 909-2990,Y,Y,18,Private,2002,Bill Coore & Ben Crenshaw,Open all year,Only with a Member,"No denim, collared shirt and bermuda shorts required",,$36 wknd,5 days,,,,,,,
2245,Centerton Golf Club,1016 Almond Rd,Elmer,NJ,8318,,USA,Salem,856,34033,,6160,EST,Y,39.5646,39.5231582,-75.1874,-75.1556321,(856) 358-2220,Y,Y,18,Semi-private,1962,Ed Carman,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$22.00-	$28.00,$28 wknd,7 days,,,,,,,
2247,Essex Fells Country Club,219 Devon Rd,Essex Fells,NJ,7068,,USA,Essex,973,34013,,5640,EST,Y,40.8207,40.817634,-74.3087,-74.27676,(973) 226-5800,Y,Y,18,Private,1910,Donald Ross,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$40.00-$50.00,$50 wknd,1 days,,,,,,,
2248,Cohanzick Country Club,Bridgeton Fairton Rd,Bridgeton,NJ,8320,,USA,Cumberland,856,34011,,8760,EST,Y,39.3818,39.393594,-75.2206,-75.2223169,(856) 455-2127,N,Y,18,Semi-private,1895,,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$14.00-$20.00,$20 wknd,7 days,,,,,,,
2249,Forest Course at Fiddler's Elbow Country Club,Rattlesnake Bridge Rd,Far Hills,NJ,7931,,USA,Somerset,908,34035,,5015,EST,Y,40.7043,40.684268,-74.6287,-74.6357148,(908) 439-2513,Y,Y,54,Private,1994,Rees Jones,Mar 1 to Dec 31,Reciprocal,"No denim, collared shirt required",$85.00-	$100.00,,,,,,,,,
2251,Eagle Oaks Golf Club,20 Shore Oaks Dr,Farmingdale,NJ,7727,,USA,Monmouth,732,34025,,5190,EST,Y,40.2012,40.2170749,-74.168,-74.1512049,(732) 938-9696,Y,Y,18,Private,1990,Johnny Miller,Mar 1 to Dec 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,
2255,Hillsborough Country Club,146 Wertsville Rd,Flemington,NJ,8822,,USA,Hunterdon,908,34019,,5015,EST,Y,40.5207,40.466878,-74.8671,-74.776805,(908) 369-3322,Y,Y,18,Semi-private,0,George Fazio,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$40.00-$55.00,$38 wknd,5 days,,,,,,,
2256,Brooklake Country Club,139 Brooklake Rd,Florham Park,NJ,7932,,USA,Morris,973,34027,,5640,EST,Y,40.7773,40.7638588,-74.3938,-74.3772906,(973) 377-2235,Y,Y,18,Private,1921,Herbert Strong,Apr 1 to Dec 15 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$65.00-	$80.00,$80 wknd,Yes,,,,,,,
2258,Fountain Green Golf Course,Building 3152,Fort Dix,NJ,8640,,USA,Burlington,609,34005,,6160,EST,Y,40.0063,,-74.517,,(609) 562-5443,Y,Y,18,Military,0,,Open all year,Closed,"Collared shirt, no cutoffs, denim OK",$23.00,$23 wknd,2 days,,,,,,,
2259,Suneagles Golf Course,Tinton Ave,Eatontown,NJ,7724,,USA,Monmouth,732,34025,,5190,EST,Y,40.2996,40.3050935,-74.074,-74.0705965,(732) 532-4307,Y,Y,18,Military,1926,A. W. Tillinghast,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$25.00-$33.00,$33 wknd,2 days,,,,,,,
2261,Walkill Country Club,34 Maple Rd,Franklin,NJ,7416,,USA,Sussex,973,34037,,5640,EST,Y,41.1177,41.1115943,-74.5998,-74.592908,(973) 827-9620,Y,Y,9,Private,1914,Franklin Zinkmine,Apr 1 to Nov 30,Reciprocal,"No denim, collared shirt and bermuda shorts required",$26.00-	$34.00,$34 wknd,Yes,,,,,,,
2262,High Mountain Golf Club,845 Ewing Ave,Franklin Lakes,NJ,7417,,USA,Bergen,201,34003,,875,EST,Y,41.0086,40.987887,-74.2082,-74.197774,(201) 891-4653,Y,Y,18,Semi-private,1968,Alec Ternyei,Mar 15 to Dec 1 (closed on Mondays),Open,"No denim, collared shirt and bermuda shorts required",$60.00-$70.00,$70 wknd,4 days,,,,,,,
2263,Galloway National Golf Club,270 S New York Rd,Absecon,NJ,8201,,USA,Atlantic,609,34001,,560,EST,Y,39.4315,39.453955,-74.5003,-74.45629,(609) 748-1000,Y,N,18,Private,1995,Tom Fazio,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$200.00,$175 wknd,365 days,,,,,,,
2264,Hickory Course at Hamilton Farm Golf Club,1040 Pottersville Rd,Gladstone,NJ,7934,,USA,Somerset,908,34035,,5015,EST,Y,40.7167,40.7190346,-74.6659,-74.687814,(908) 901-4000,Y,Y,36,Private,2001,Michael Hurdzan & Dana Fry,Mar 1 to Dec 1 (closed on Mondays),Only with a Member,"No denim, collared shirt required",,,,,,,,,,
2265,Glen Ridge Country Club,555 Ridgewood Ave,Glen Ridge,NJ,7028,,USA,Essex,973,34013,,5640,EST,Y,40.804,40.8240229,-74.2044,-74.194595,(973) 744-7803,Y,Y,18,Private,1894,"Willie Park, Jr.",Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",,$45 wknd,Yes,,,,,,,
2267,Tavistock Country Club,Tavistock Ln,Haddonfield,NJ,8033,,USA,Camden,856,34007,,6160,EST,Y,39.8934,39.8798366,-75.0387,-75.0339123,(856) 429-1827,Y,Y,18,Private,1921,Alex Findlay,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$60.00-$65.00,$65 wknd,2 days,,,,,,,
2272,Haworth Golf Club,5 Lake Shore Dr,Haworth,NJ,7641,,USA,Bergen,201,34003,,875,EST,Y,40.9616,40.963892,-73.9946,-74.003417,(201) 384-7300,Y,Y,18,Private,1969,,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$45.00-$65.00,$65 wknd,30 days,,,,,,,
2273,White Beeches Golf & Country Club,70 Haworth Dr,Haworth,NJ,7641,,USA,Bergen,201,34003,,875,EST,Y,40.9616,40.957636,-73.9946,-74.001973,(201) 385-8531,Y,Y,18,Private,1915,Walter Travis,Mar 1 to Dec 31 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00-	$60.00,$60 wknd,3 days,,,,,,,
2275,Peddie School Golf Course,S Main St,Hightstown,NJ,8520,,USA,Mercer,609,34021,,8480,EST,Y,40.252,40.2631488,-74.5126,-74.5256756,(609) 490-7542,Y,Y,18,Private,0,,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$30.00-	$40.00,$40 wknd,Yes,,,,,,,
2276,East Course at Royce Brook Golf Club,201 Hamilton Rd,Hillsborough,NJ,8844,,USA,Somerset,908,34035,,5015,EST,Y,40.4995,40.507455,-74.629,-74.6054143,(908) 904-0499,Y,Y,36,Semi-private,1998,Steve Smyers,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$50.00-	$105.00,,,,,,,,,
2277,Hopewell Valley Golf Club,114 Hopewell Pennington Rd,Hopewell,NJ,8525,,USA,Mercer,609,34021,,8480,EST,Y,40.3975,40.3801515,-74.7746,-74.7787373,(609) 466-9070,Y,Y,18,Private,1927,Thomas Winton,Mar 1 to Nov 1,Only with a Member,"No denim, collared shirt and bermuda shorts required",$60.00-	$75.00,$75 wknd,4 days,,,,,,,
2279,Back/Third Course at Metedeconk National Golf Club,55 Hannah Hill Rd,Jackson,NJ,8527,,USA,Ocean,732,34029,,5190,EST,Y,40.1058,40.1571182,-74.3545,-74.3430657,(732) 928-0111,Y,Y,27,Private,1998,"Robert Trent Jones, Jr.",Mar 15 to Nov 30,Closed,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,
2280,Pine Barrens,,Jackson,NJ,,,USA,,,,,,,U,,,,,,Y,Y,18,Semi-private,0,,,Open,,$45.00-	$112.00,$112 wknd,6 days,,,,,,,
2281,Westlake Golf & Country Club,One Pines Lake Circle,Jackson,NJ,8527,,USA,Ocean,732,34029,,5190,EST,Y,40.1058,40.1004973,-74.3545,-74.2907454,(732) 833-7276,Y,Y,18,Private,2001,Arthur Hills,Mar 1 to Nov 30 (closed on Mondays),Only with a Member,"No denim, collared shirt required",$50.00,$27 wknd,3 days,,,,,,,
2283,Greenbrier at Whittingham,101 Jamesburg Rd,Monroe Township,NJ,8831,,USA,Middlesex,732,34023,,5015,EST,Y,40.3458,40.373479,-74.4247,-74.4628162,(609) 860-6621,Y,Y,9,Private,1996,Tom Clark,Mar 1 to Dec 31,Closed,"No denim, collared shirt and bermuda shorts required",$15.00-	$20.00,$20 wknd,5 days,,,,,,,
2284,Club/Valley Course at Farmstead Golf & Country Club,88 Lawrence Rd,Lafayette,NJ,7848,,USA,Sussex,973,34037,,5640,EST,Y,41.0994,41.055357,-74.6815,-74.700266,(973) 383-1666,Y,Y,1960,Semi-private,1960,Byron Phoebus,Mar 1 to Dec 1,Open,"No denim, collared shirt and bermuda shorts required",$25.00-$40.00,,,,,,,,,
2286,Pine Ridge Golf Course,Route 547 Naval Air Engineering Stat,Lakehurst,NJ,8733,,USA,Ocean,732,34029,,5190,EST,Y,40.0103,40.014561,-74.337,-74.3112574,(732) 323-7483,N,Y,9,Military,1956,,Open all year,Closed,No tank tops or cutoffs,$14.00-	$21.00,$12 wknd,7 days,,,,,,,
2287,Renaissance Golf Course,3 Renaissance Blvd E,Manchester Township,NJ,8759,,USA,Ocean,732,34029,,5190,EST,Y,39.9235,40.0400314,-74.4092,-74.2648983,(732) 657-8900,Y,N,18,Private,1999,,Apr 1 to Dec 15,Reciprocal,"No denim, collared shirt and bermuda shorts required",$25.00,$15 wknd,1 days,,,,,,,
2288,Eagle Ridge Golf Club,2 Augusta Blvd,Lakewood,NJ,8701,,USA,Ocean,732,34029,,5190,EST,Y,40.0765,40.0682445,-74.2021,-74.2407986,(732) 901-4900,Y,Y,18,Semi-private,2001,,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$72.00-	$88.00,$64 wknd,5 days,,,,,,,
2289,Four Seasons Spa & Country Club,1600 Spring Hill Dr,Toms River,NJ,8755,,USA,Ocean,732,34029,,5190,EST,Y,40.0075,40.0473852,-74.2231,-74.2397037,(732) 477-1668,Y,Y,9,Private,1997,Tom Fazio,Apr 1 to Dec 15,Reciprocal,"No denim, collared shirt and bermuda shorts required",$10.00-	$20.00,$20 wknd,1 days,,,,,,,
2290,Woodlake Golf & Country Club,25 New Hampshire Ave,Lakewood,NJ,8701,,USA,Ocean,732,34029,,5190,EST,Y,40.0765,40.0761489,-74.2021,-74.1842097,(732) 370-1002,Y,Y,18,Private,1972,Larry Packard,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$24.00-$42.00,$42 wknd,3 days,,,,,,,
2291,Greenacres Country Club,2170 Lawrenceville Rd,Lawrenceville,NJ,8648,,USA,Mercer,609,34021,,8480,EST,Y,40.2832,40.281268,-74.7089,-74.725189,(609) 896-0276,Y,Y,18,Private,1932,Devereux Emmet & Alfred H. Tull,Mar 1 to Nov 30,Closed,"No denim, collared shirt and bermuda shorts required",$40.00-$50.00,$50 wknd,7 days,,,,,,,
2292,"Lawrenceville School Golf Course, The",Route 206,Lawrenceville,NJ,8648,,USA,Mercer,609,34021,,8480,EST,Y,40.2832,40.2962288,-74.7089,-74.7309665,(609) 896-1481,Y,Y,9,Private,1890,John Reid,Apr 1 to Nov 1,Reciprocal,No tank tops or cutoffs,$15.00-$25.00,$25 wknd,Yes,,,,,,,
2294,Deer Run Golf Club,1 Gettysburg Way,Lincoln Park,NJ,7035,,USA,Morris,973,34027,,5640,EST,Y,40.9238,40.918672,-74.3037,-74.318329,(973) 694-0758,Y,Y,9,Private,0,,Mar 15 to Nov 1,Closed,"No denim, collared shirt and bermuda shorts required",$15.00-$25.00,$32 wknd,7 days,,,,,,,
2296,Blue/Red Course at Bamm Hollow Country Club,215 Sunnyside Rd,Lincroft,NJ,7738,,USA,Monmouth,732,34025,,5190,EST,Y,40.3391,40.350642,-74.1276,-74.133439,(732) 741-4774,Y,Y,27,Private,1972,Hal Purdy & Malcolm Purdy,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$55.00-	$60.00,,,,,,,,,
2297,Linwood Country Club,500 Shore Rd,Linwood,NJ,8221,,USA,Atlantic,609,34001,,560,EST,Y,39.3476,39.348355,-74.5794,-74.560444,(609) 927-7374,Y,Y,18,Private,1921,Herbert Strong,Mar 1 to Dec 1,Reciprocal,"No denim, collared shirt required",$100.00,$100 wknd,2 days,,,,,,,
2299,Sea Oaks Golf Club,99 Golf View Dr,Tuckerton,NJ,8087,,USA,Ocean,609,34029,,5190,EST,Y,39.6187,39.621027,-74.3847,-74.334259,(609) 296-2656,Y,Y,18,Semi-private,2000,Ray Hearn,Open all year (closed on Mondays),Open,"No denim, collared shirt and bermuda shorts required",$90.00-$105.00,$95 wknd,Yes,,,,,,,
2300,Cedar Hill Golf & Country Club,100 Walnut St,Livingston,NJ,7039,,USA,Essex,973,34013,,5640,EST,Y,40.7857,40.7913638,-74.3293,-74.3517071,(973) 992-4700,Y,Y,18,Private,0,,Apr 1 to Dec 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$45.00-	$60.00,,,,,,,,,
2301,Coakley-Russo Memorial Golf Course,Valley Rd,Lyons,NJ,7939,,USA,Somerset,908,34035,,5015,EST,Y,40.7061,40.6636475,-74.5494,-74.5507185,(908) 766-2510,Y,Y,9,Private,1946,"Robert Trent Jones, Sr.",Apr 12 to Nov 17,Closed,Shirt and shoes required,$8.00-$16.00,$16 wknd,7 days,,,,,,,
2302,Madison Golf Club,Green Ave,Madison,NJ,7940,,USA,Morris,973,34027,,5640,EST,Y,40.7602,40.753262,-74.4213,-74.422551,(973) 377-5264,Y,Y,9,Private,1896,Bill Newcomb,Mar 1 to Dec 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",,,7 days,,,,,,,
2303,Apple Ridge Country Club,269 E Crescent Ave,Mahwah,NJ,7430,,USA,Bergen,201,34003,,875,EST,Y,41.0818,41.078472,-74.1862,-74.115584,(201) 327-8000,Y,Y,18,Private,1966,Hal Purdy,Open all year (closed on Mondays),Only with a Member,"No denim, collared shirt and bermuda shorts required",$75.00,$55 wknd,4 days,,,,,,,
2305,Ocean Acres Country Club,925 Buccaneer Ln,Manahawkin,NJ,8050,,USA,Ocean,609,34029,,5190,EST,Y,39.7102,39.7382858,-74.2577,-74.266086,(609) 597-9393,Y,Y,18,Semi-private,1964,Hal Purdy,Open all year,Open,No tank tops or cutoffs,$35.00,$35 wknd,5 days,,,,,,,
2306,Knob Hill Golf Course,360 New Jersey 33,Englishtown,NJ,7726,,USA,Monmouth,732,34025,,5190,EST,Y,40.2769,40.2567386,-74.3692,-74.3859174,(732) 792-7722,Y,Y,18,Semi-private,1998,Mark McCumber,Open all year (closed on Mondays),Open,"No denim, collared shirt and bermuda shorts required",$22.50-$60.00,$60 wknd,3 days,,,,,,,
2308,Maplewood Country Club,28 Baker St,Maplewood,NJ,7040,,USA,Essex,973,34013,,5640,EST,Y,40.7338,40.726152,-74.2761,-74.27728,(973) 762-0215,Y,Y,18,Private,1921,,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$25.00-	$40.00,$40 wknd,7 days,,,,,,,
2310,Marlboro Country Club,100 School Rd E,Marlboro,NJ,7746,,USA,Monmouth,732,34025,,5190,EST,Y,40.3194,40.3041569,-74.2497,-74.240056,(732) 308-4604,Y,Y,18,Private,0,Holland,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$25.00-	$30.00,$12 wknd,7 days,,,,,,,
2312,Links Golf Club,Crown Royal Pkwy S,Marlton,NJ,8053,,USA,Burlington,856,34005,,6160,EST,Y,39.8786,39.8489827,-74.8969,-74.8789773,(856) 983-2000,N,Y,18,Private,1981,,Mar 1 to Dec 1,Reciprocal,"No denim, collared shirt and bermuda shorts required",$70.00,$25 wknd,365 days,,,,,,,
2313,Blue/Red Course at Little Mill Country Club,104 Bortons Rd,Marlton,NJ,8053,,USA,Burlington,856,34005,,6160,EST,Y,39.8786,39.8265,-74.8969,-74.875,(856) 767-0559,Y,Y,27,Private,1968,Garrett J. Renn,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$32.00-$64.00,,,,,,,,,
2317,Greate Bay Golf Club,901 Mt Vernon Ave,Mays Landing,NJ,8330,,USA,Atlantic,609,34001,,560,EST,Y,39.4502,39.4890534,-74.7366,-74.8345826,(609) 927-0066,N,Y,18,Private,1921,"Willie Park, Jr.",Open all year (closed on Mondays),Open,"No denim, collared shirt and bermuda shorts required",$50.00-$60.00,$60 wknd,5 days,,,,,,,
2318,Golden Pheasant Golf Club,141 Eayrestown Rd,Medford,NJ,8055,,USA,Burlington,856,34005,,6160,EST,Y,39.8708,39.9354436,-74.8182,-74.7928536,(609) 267-4276,Y,Y,18,Semi-private,1963,,Open all year,Open,No tank tops or cutoffs,$33.00-	$43.00,$32 wknd,7 days,,,,,,,
2319,Medford Village Resort & Country Club,Golfview Dr,Medford,NJ,8055,,USA,Burlington,856,34005,,6160,EST,Y,39.8708,39.8806266,-74.8182,-74.8259926,(609) 654-8211,Y,Y,18,Private,1964,William F. Gordon,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$55.00-$60.00,$60 wknd,Yes,,,,,,,
2320,Medford Lakes Country Club,Oak Dr,Medford Lakes,NJ,8055,,USA,Burlington,856,34005,,6160,EST,Y,39.8708,39.860073,-74.8182,-74.797895,(609) 654-5109,Y,Y,18,Private,1929,Alex Findlay,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$45.00-$50.00,$50 wknd,Yes,,,,,,,
2321,Mendham Golf & Tennis Club,Golf Ln,Mendham,NJ,7945,,USA,Morris,973,34027,,5640,EST,Y,40.7794,40.775155,-74.5981,-74.5710627,(973) 543-7297,Y,Y,18,Private,1961,Alfred H. Tull,Apr 1 to Nov 30 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$50.00,$50 wknd,Yes,,,,,,,
2322,Roxiticus Golf Club,Bliss Rd,Mendham,NJ,7945,,USA,Morris,973,34027,,5640,EST,Y,40.7794,40.750875,-74.5981,-74.602896,(973) 543-4017,Y,Y,18,Private,1965,Hal Purdy,Apr 1 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt required",$55.00-$65.00,$65 wknd,1 days,,,,,,,
2324,Oak Hill Golf Club,15 Fernwood Rd,Milford,NJ,8848,,USA,Hunterdon,908,34019,,5015,EST,Y,40.5938,40.605862,-75.0967,-75.1086009,,Y,Y,18,Private,1964,,Mar 1 to Dec 23,Reciprocal,"No denim, collared shirt and bermuda shorts required",$27.50-$65.00,$22 wknd,7 days,,,,,,,
2326,Bowling Green Golf Club,53 School House Rd,Oak Ridge,NJ,7438,,USA,Passaic,973,34031,,875,EST,Y,41.0321,41.0268095,-74.5162,-74.528177,(973) 697-8688,Y,Y,18,Semi-private,1967,Geoffrey Cornish,Apr 1 to Dec 1,Open,"No denim, collared shirt and bermuda shorts required",$27.00-$69.00,,,,,,,,,
2327,Clearbrook Golf Club,1 Clearbrook Dr,Monroe Township,NJ,8831,,USA,Middlesex,732,34023,,5015,EST,Y,40.3458,40.3099454,-74.4247,-74.4596022,(609) 655-3443,Y,Y,9,Private,1972,Hal Purdy & Malcolm Purdy,Mar 1 to Dec 31,Closed,"No denim, collared shirt and bermuda shorts required",$22.00,$32 wknd,6 days,,,,,,,
2328,The Banks Course at Forsgate Country Club,Forsgate Dr,Monroe Township,NJ,8831,,USA,Middlesex,732,34023,,5015,EST,Y,40.3458,40.3497578,-74.4247,-74.4732202,(732) 521-0070,Y,Y,36,Private,1931,Charles Banks,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$70.00-	$115.00,,,,,,,,,
2329,"Regency At Monroe Golf & Country Club, The",530 Buckelew Ave,Monroe Township,NJ,8831,,USA,Middlesex,732,34023,,5015,EST,Y,40.3458,40.3198927,-74.4247,-74.3955608,(732) 605-9057,Y,Y,18,Private,2002,Arnold Palmer,Open all year,Only with a Member,"No denim, collared shirt and bermuda shorts required",,,,,,,,,,
2330,Rossmoor Golf Course,Rossmoor,Rossmoor,NJ,8831,,USA,Middlesex,732,34023,,5015,EST,Y,40.3458,40.336497,-74.4247,-74.4734855,(609) 655-3182,Y,Y,18,Private,0,,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$40.00,$40 wknd,Yes,,,,,,,
2331,Highpoint Golf Club,342 W Shore Dr,Montague,NJ,7827,,USA,Sussex,973,34037,,5640,EST,Y,41.2928,41.3047064,-74.7397,-74.7545163,(973) 293-3282,Y,Y,18,Semi-private,1974,Gerald C. Roby,Open all year,Open,"No denim, collared shirt required",$25.00-	$60.00,,,,,,,,,
2333,Laurel Creek Country Club,701 Moorestown Centerton Rd,Moorestown,NJ,8054,,USA,Burlington,856,34005,,6160,EST,Y,39.948,39.9813835,-74.9047,-74.901525,(856) 234-7663,N,Y,18,Private,1988,Arnold Palmer,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$118.00,$118 wknd,1 days,,,,,,,
2334,Moorestown Field Club,629 Chester Ave,Moorestown,NJ,8057,,USA,Burlington,856,34005,,6160,EST,Y,39.9782,39.9748231,-74.9415,-74.9482409,(856) 235-2326,Y,Y,9,Private,1892,Samuel Allen,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$20.00-	$35.00,$35 wknd,Yes,,,,,,,
2336,Willow Brook Country Club,4310 Bridgeboro Rd,Moorestown,NJ,8057,,USA,Burlington,856,34005,,6160,EST,Y,39.9782,40.0031,-74.9415,-74.935,(856) 461-0131,Y,Y,18,Semi-private,0,,Open all year (closed on Mondays),Open,No tank tops or cutoffs,$26.00-	$35.00,$40 wknd,7 days,,,,,,,
2337,Spring Brook Country Club,9 Spring Brook Rd,Morristown,NJ,7960,,USA,Morris,973,34027,,5640,EST,Y,40.7857,40.781345,-74.4992,-74.490165,(973) 538-7959,Y,N,18,Private,1921,Robert Hucknell,Apr 1 to Oct 19 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00-	$60.00,$60 wknd,2 days,,,,,,,
2338,Burlington Country Club,170 Burrs Rd,Mt Holly,NJ,8060,,USA,Burlington,609,34005,,6160,EST,Y,39.9896,40.0341,-74.8021,-74.8072,(609) 267-1887,Y,Y,18,Private,1929,Alex Findlay,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$40.00-$50.00,$50 wknd,7 days,,,,,,,
